,direct_fixed,division_fixed,eff_year,award_id,total_funding
2469,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2008,1,85000
2470,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2009,1,95000
2471,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2010,1,200000
2472,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2012,1,210000
2473,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2014,1,210000
2474,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2016,2,244094
2475,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2017,7,727410
2476,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2018,7,1621929
2477,"Office of Budget, Finance, & Award Management","office of budget, finance, and award management",2019,7,1661901
2478,Office of Information & Resource Management,division of administrative services,1994,1,871165
2479,Office of Information & Resource Management,division of administrative services,1998,1,171998
2480,Office of Information & Resource Management,division of administrative services,1999,1,678446
2481,Office of Information & Resource Management,division of administrative services,2000,1,911416
2482,Office of Information & Resource Management,division of administrative services,2002,1,0
2483,Office of Information & Resource Management,division of administrative services,2003,2,1167407
2484,Office of Information & Resource Management,division of administrative services,2006,1,661859
2485,Office of Information & Resource Management,division of administrative services,2010,1,92568
2486,Office of Information & Resource Management,division of administrative services,2014,1,24031
2487,Office of Information & Resource Management,division of administrative services,2017,2,395000
2488,Office of Information & Resource Management,division of administrative services,2018,6,36558630
2489,Office of Information & Resource Management,division of administrative services,2019,3,287610
2490,Office of Information & Resource Management,division of human resource management,1985,1,6093
2491,Office of Information & Resource Management,division of human resource management,1992,1,5000
2492,Office of Information & Resource Management,division of human resource management,1993,2,27700
2493,Office of Information & Resource Management,division of human resource management,1994,3,71942
2494,Office of Information & Resource Management,division of human resource management,1998,2,73358
2495,Office of Information & Resource Management,division of human resource management,1999,2,20000
2496,Office of Information & Resource Management,division of human resource management,2000,3,48500
2497,Office of Information & Resource Management,division of human resource management,2001,3,1924483
2498,Office of Information & Resource Management,division of human resource management,2002,1,54975
2499,Office of Information & Resource Management,division of human resource management,2003,6,3004042
2500,Office of Information & Resource Management,division of human resource management,2004,3,2188846
2501,Office of Information & Resource Management,division of human resource management,2005,2,27260
2502,Office of Information & Resource Management,division of human resource management,2006,6,550120
2503,Office of Information & Resource Management,division of human resource management,2007,4,15303644
2504,Office of Information & Resource Management,division of human resource management,2008,3,82623
2505,Office of Information & Resource Management,division of human resource management,2009,4,756615
2506,Office of Information & Resource Management,division of human resource management,2010,4,126788
2507,Office of Information & Resource Management,division of human resource management,2011,2,3519976
2508,Office of Information & Resource Management,division of human resource management,2013,3,4564254
2509,Office of Information & Resource Management,division of human resource management,2014,3,148278
2510,Office of Information & Resource Management,division of human resource management,2015,2,158252
2511,Office of Information & Resource Management,division of human resource management,2016,1,57500
2512,Office of Information & Resource Management,division of human resource management,2017,2,2465710
2513,Office of Information & Resource Management,division of human resource management,2018,1,1352754
2514,Office of Information & Resource Management,division of human resource management,2019,4,198902
2515,Office of Information & Resource Management,division of information systems,1971,1,178501
2516,Office of Information & Resource Management,division of information systems,1979,1,29580
2517,Office of Information & Resource Management,division of information systems,1980,1,41096
2518,Office of Information & Resource Management,division of information systems,1981,1,95000
2519,Office of Information & Resource Management,division of information systems,1982,1,175536
2520,Office of Information & Resource Management,division of information systems,1994,1,336000
2521,Office of Information & Resource Management,division of information systems,1996,2,185992
2522,Office of Information & Resource Management,division of information systems,1997,1,37500
2523,Office of Information & Resource Management,division of information systems,1998,2,1084891
